,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT,xform_HUFL,xform_HULL,xform_MUFL,xform_MULL,xform_LUFL,xform_LULL,xform_OT
352,-0.53585,-0.26173,-0.59846,-0.40604,0.10966,1.21311,-0.59394,-1.06199,-0.28155,-1.11099,0.05919,-0.19379,0.35251,-0.91671
353,0.07471,-0.29378,-0.01264,-0.40604,0.52587,0.73075,-0.64766,-0.62942,-0.40456,-0.76874,-0.17837,0.01218,0.26464,-0.82078
354,0.12081,-0.32584,0.09046,-0.42421,0.49656,0.39278,-0.64766,-0.37685,-0.55272,-0.37254,-0.54936,0.07582,0.22956,-0.83808
355,0.10929,-0.32584,0.03248,-0.46106,0.58547,0.77835,-0.67066,-0.29449,-0.5991,-0.54248,-0.35276,0.1459,0.11009,-0.85129
356,0.02877,-0.29378,-0.02551,-0.4429,0.64506,0.92433,-0.67066,-0.30061,-0.67453,-0.33005,-0.33777,0.00629,0.28365,-0.88866
357,0.01725,-0.22967,-0.05758,-0.36866,0.31776,0.92433,-0.6323,-0.22114,-0.48361,-0.34494,-0.3426,-0.13184,0.14868,-0.82812
358,0.06335,0.12246,0.05821,0.07362,-0.06914,0.68156,-0.65529,-0.14709,0.0813,-0.14218,0.10817,-0.57979,0.40489,-1.02416
359,0.38592,0.92386,0.48964,0.7931,-0.51563,0.44039,-0.67828,-0.06371,0.16437,0.07656,0.53157,-0.51965,0.19788,-0.8608
360,0.36287,0.57124,0.55415,0.92236,-0.54494,0.296,-0.71664,0.15465,0.38036,0.28847,0.65031,-0.49764,0.09447,-0.99107
361,0.38592,0.76358,0.5411,0.92236,-1.02173,-0.18795,-0.72427,0.14364,0.25009,0.22717,0.61649,-0.66325,0.13033,-1.00812
362,0.21302,0.53919,0.58622,0.77493,-1.37834,-0.33234,-0.80862,0.30622,0.52033,0.2233,0.62252,-0.83751,0.07604,-1.13361
363,0.22455,0.37891,0.32874,0.86681,-0.81362,-0.04356,-0.76263,0.18725,0.47805,0.21248,0.68598,-0.81824,0.18793,-1.14361
364,0.28218,0.44302,0.50903,0.60882,-1.05104,-0.09116,-0.76263,0.19119,0.54739,0.31331,0.54766,-0.73921,0.17716,-1.07112
365,0.13234,-0.03782,0.21929,0.01859,-0.48632,0.05323,-0.83935,0.33663,0.28492,0.21419,0.75008,-0.3201,0.25222,-0.99042
366,0.06335,-0.03782,0.11619,0.05545,-0.36713,-0.09116,-0.81624,0.12517,0.39442,0.12349,0.44492,-0.11385,0.38804,-0.92635
367,0.45508,0.6033,0.39306,0.42453,-0.30753,-0.09116,-0.80862,0.02829,0.42319,-0.20029,0.52216,0.12935,0.29725,-0.95422
368,-0.47839,0.6033,-0.32811,0.64567,-0.75403,0.05323,-0.74726,-0.53699,0.19265,-0.73856,0.39175,0.09896,0.488,-0.89749
369,-1.73425,0.34685,-1.69308,0.16602,-1.02173,0.19921,-0.8546,-1.13068,0.4408,-1.47862,0.53958,-0.0252,0.41338,-0.95451
370,-2.5294,-0.19762,-2.56882,0.16602,-0.00954,0.68156,-0.8776,-1.789,0.47601,-2.02677,0.63344,-0.08555,0.32972,-0.77495
371,-2.86349,-0.32584,-3.05171,-0.31364,0.16926,0.53717,-0.86997,-2.16145,0.63095,-2.32542,0.76827,-0.12175,0.42522,-0.9801
372,-3.1747,-0.29378,-3.28347,-0.20307,-0.54494,0.39278,-0.76263,-2.1523,0.19821,-2.31752,0.64063,-0.31583,0.32184,-0.9329
373,-3.43964,0.18658,-3.44455,0.01859,-0.93184,0.3436,-0.65529,-2.20004,0.15017,-2.27483,0.51094,-0.5373,0.44695,-0.79846
374,-2.75992,-0.10193,-2.85855,-0.11067,-0.51563,0.48957,-0.68602,-1.83246,0.1143,-2.09481,0.45201,-0.41806,0.37239,-0.95777
375,-1.56152,0.0263,-1.46133,-0.18438,-0.69443,0.44039,-0.69365,-1.55281,-0.0618,-1.6938,0.19316,-0.3761,0.30477,-0.77707
376,-1.00843,-0.22967,-1.01703,-0.23992,-0.21764,0.63396,-0.68602,-0.83091,-0.38139,-1.05644,-0.04417,-0.14285,0.10384,-0.86224
377,-0.05191,-0.19762,-0.14782,-0.33181,0.49656,0.53717,-0.68602,-0.55668,-0.35685,-0.79016,-0.33785,-0.096,0.3921,-0.86214
378,0.02877,-0.22967,-0.02551,-0.25809,0.25816,0.19921,-0.78562,-0.27046,-0.6934,-0.32541,-0.47978,0.20316,0.14584,-0.87799
379,0.0403,-0.16604,0.03248,-0.18438,0.25816,0.296,-0.84698,-0.31091,-0.62235,-0.49077,-0.45405,0.10152,0.2509,-0.79875
380,-0.1326,-0.29378,-0.08983,-0.20307,-0.27724,0.05323,-0.88533,-0.28504,-0.48135,-0.37906,-0.52737,0.0334,0.07914,-1.01653
381,0.09776,-0.32584,0.17417,-0.38735,-0.42672,0.15002,-0.90059,-0.10648,-0.4965,-0.45117,-0.15143,-0.2391,0.21178,-0.94776
382,0.48966,0.50713,0.60561,0.5351,-0.27724,0.24681,-0.94658,-0.02882,-0.01963,-0.06068,0.19297,-0.53742,0.09054,-0.90025
383,0.62797,1.27647,0.77304,1.12533,-0.33684,0.19921,-1.01556,0.18845,0.11871,0.04727,0.31385,-0.55334,0.20953,-0.78666
384,0.68543,0.92386,0.74731,0.86681,-0.36713,0.48957,-1.01556,0.08785,0.50405,0.31247,0.71181,-0.6455,0.2252,-1.00909
385,0.67391,1.18031,0.77304,1.2359,-0.36713,0.77835,-1.0999,0.06869,0.45198,0.25718,0.61523,-0.73638,0.2943,-1.08512
386,0.5934,1.21236,0.79224,0.7931,-0.63483,0.44039,-1.0999,-0.0363,0.53626,0.2836,0.75477,-0.88015,0.23409,-1.07556
387,0.29371,0.76358,0.52824,0.51642,-0.87322,0.296,-1.13064,0.20278,0.48055,0.26675,0.62262,-0.84412,0.33769,-0.97847
388,0.36287,0.85975,0.59909,0.9779,-0.78334,0.296,-1.14589,0.18045,0.44526,0.37452,0.70868,-0.54443,0.08797,-1.11116
389,0.52424,0.66741,0.6442,0.60882,-0.18833,0.48957,-1.15363,0.31113,0.47348,0.32751,0.56275,-0.31988,0.22217,-0.96164
390,0.4666,0.41097,0.52824,0.11047,-0.21764,0.3436,-1.19962,0.32561,0.25466,0.21239,0.6594,-0.15852,0.33248,-1.15438
391,0.6395,0.63536,0.71505,0.68253,0.05006,0.296,-1.20724,0.11548,0.38948,-0.19219,0.57815,0.00946,0.40288,-1.10609
392,-1.30794,0.6033,-1.31329,0.49825,-0.63483,0.58478,-1.19188,-0.49004,0.25325,-0.7239,0.40222,0.04196,0.31273,-0.99835
393,-2.78298,-0.16604,-2.7685,-0.14752,-0.66414,0.48957,-1.11527,-1.19277,0.5989,-1.49433,0.50233,0.06956,0.41271,-0.86484
394,-3.56643,0.66741,-3.66978,0.20287,-0.60454,0.44039,-1.01556,-1.63126,0.41725,-2.01697,0.71435,0.14389,0.41993,-1.02878
395,-3.96968,0.69947,-4.09488,0.49825,-0.39644,0.3436,-0.95431,-2.13881,0.4751,-2.13572,0.61981,-0.12211,0.46061,-0.91185
396,-4.18868,0.3148,-4.39095,-1e-04,-0.84293,0.44039,-0.93132,-2.28713,0.13134,-2.38993,0.49307,-0.21574,0.34055,-0.91342
397,-4.05036,0.3148,-4.09488,-0.20307,-0.66414,0.58478,-0.67066,-2.2537,0.33559,-2.1384,0.56555,-0.44144,0.40652,-0.78653
398,-3.47422,0.21863,-3.63119,0.20287,-0.78334,0.53717,-0.64766,-1.8742,0.21128,-2.19597,0.47735,-0.45955,0.29692,-0.76129
399,-2.58703,-0.03782,-2.74911,-0.25809,-0.66414,0.82754,-0.70128,-1.6412,0.08214,-1.78732,0.10473,-0.35934,0.50493,-0.7938
400,-0.9969,-0.06987,-1.00416,-0.16621,-0.30753,0.63396,-0.67066,-1.10877,-0.27835,-1.07828,-0.13265,-0.24286,0.29314,-0.78881
401,0.01725,0.0263,-0.07697,-0.11067,0.55518,0.73075,-0.6323,-0.55134,-0.37102,-0.79356,-0.36165,0.00999,0.14338,-0.76526
402,0.14387,-0.10193,0.05821,-0.18438,0.49656,0.44039,-0.72427,-0.32734,-0.58001,-0.50223,-0.43385,0.20282,0.3403,-0.9747
403,-0.0058,-0.29378,-0.00612,-0.29495,0.13897,0.296,-0.83935,-0.29663,-0.74284,-0.39478,-0.4353,0.075,0.28227,-0.84022
404,-0.07496,-0.22967,-0.07697,-0.36866,0.40667,0.87514,-0.83935,-0.07216,-0.70179,-0.41954,-0.50436,-0.01322,0.15549,-1.00879
405,0.27066,-0.51817,0.32874,-0.36866,-0.00954,0.296,-0.89296,-0.37903,-0.47221,-0.28587,-0.3835,-0.1457,0.29363,-0.95105
406,0.32829,0.41097,0.56701,0.14785,-0.69443,0.3436,-0.94658,-0.11012,-0.11979,-0.15474,0.25517,-0.49266,0.10562,-0.92514
407,0.51271,0.98797,0.67646,0.40585,-0.57523,0.296,-0.98494,0.05967,0.16242,0.01491,0.30207,-0.54452,0.22848,-0.93188
408,0.67391,1.02003,0.79877,0.99607,-0.18833,0.58478,-0.95431,0.13313,0.38601,0.22713,0.75071,-0.58112,0.18248,-0.97929
409,0.51271,1.18031,0.65073,1.06979,-0.36713,0.77835,-0.91596,0.05053,0.36891,0.11468,0.72891,-0.73993,0.28158,-0.93937
410,0.31676,0.6033,0.50251,0.62699,-0.69443,0.44039,-0.94658,0.08505,0.5884,0.13082,0.7047,-0.87572,0.04187,-1.10844
411,0.25913,0.79564,0.45739,0.55327,-0.87322,0.19921,-0.81624,0.30171,0.42054,0.23937,0.76284,-0.76909,0.21419,-1.18367
412,0.2476,0.53919,0.3416,0.7931,-1.05104,0.05323,-0.79325,0.20956,0.49459,0.43481,0.72524,-0.68659,0.17564,-0.89499
413,0.2476,0.66741,0.50903,0.70122,-0.60454,0.10242,-0.83161,0.20158,0.52236,0.32663,0.73001,-0.42036,0.17674,-1.14564
414,0.39745,0.12246,0.42532,0.01859,-0.42672,0.10242,-0.77799,0.18465,0.38601,-0.01023,0.45431,-0.06558,0.18521,-0.99263
415,0.52424,0.50713,0.50251,0.33213,0.19857,0.53717,-0.83935,-0.12197,0.2994,-0.20772,0.66352,0.04485,0.54071,-0.95678
416,-0.23633,0.34685,-0.07044,0.40585,0.07937,0.68156,-1.03866,-0.56795,0.33725,-0.75663,0.55781,-0.02133,0.39979,-0.91432
417,-0.29396,-0.10193,-0.21867,-0.05512,-0.00954,0.44039,-1.10764,-1.37517,0.54863,-1.44602,0.72164,0.05504,0.38501,-1.00753
418,-0.92774,-0.10193,-0.99764,-0.03695,-0.00954,0.73075,-1.01556,-1.71941,0.58306,-2.08256,0.68653,0.01469,0.39948,-0.95133
419,-1.55,-0.22967,-1.71247,-0.29495,0.16926,0.68156,-0.97731,-1.96469,0.57868,-2.22894,0.58884,-0.25614,0.27694,-0.98847
420,-3.75085,-0.51817,-3.88885,-0.12935,-0.36713,0.68156,-0.79325,-2.26749,0.26098,-2.58716,0.40965,-0.18871,0.33994,-0.91666
421,-1.56152,-0.22967,-1.53852,-0.40604,-0.39644,0.63396,-0.86997,-2.23132,0.33202,-2.47626,0.56774,-0.3733,0.26069,-0.78398
422,-1.04301,0.05835,-1.04276,-0.27678,-0.15902,0.73075,-0.90059,-1.90963,0.19673,-2.22387,0.46986,-0.50233,0.2598,-0.79379
423,-0.53585,-0.16604,-0.51474,-0.11067,-0.09942,0.82754,-0.90059,-1.5572,0.03417,-1.61231,0.25629,-0.41662,0.29092,-0.84986
424,-0.37465,0.09041,-0.38609,-0.05512,0.10966,1.16551,-0.8776,-0.89652,-0.28208,-1.05176,-0.11764,-0.21915,0.34725,-0.70722
425,0.0403,0.09041,-0.08331,-0.23992,0.43696,0.73075,-0.8546,-0.62907,-0.38847,-0.72605,-0.21531,-0.06808,0.32286,-0.79619
426,0.10929,-0.06987,0.07107,-0.12935,0.34707,0.3436,-0.83935,-0.37129,-0.51288,-0.5401,-0.41854,0.14049,0.20612,-0.82501
427,0.01725,-0.06987,0.05186,-0.03695,-0.09942,0.15002,-0.95431,-0.2716,-0.65495,-0.52858,-0.5424,0.12455,0.20249,-0.8323
428,0.01725,0.05835,-0.02551,-0.05512,0.22788,0.48957,-1.00793,-0.12994,-0.61714,-0.37534,-0.45311,-0.03834,0.22993,-0.9897
429,-0.04038,-0.48612,-0.00612,-0.59032,0.13897,0.58478,-1.03092,-0.20648,-0.58278,-0.27066,-0.27841,-0.37508,0.12637,-0.86315
430,0.38592,0.3148,0.41879,0.40585,-0.18833,0.39278,-0.96194,-0.24677,-0.10525,-0.20377,0.13864,-0.37412,0.22492,-0.81086
431,0.77765,0.82769,0.81163,0.84865,-0.45604,0.3436,-0.95431,0.03481,0.12145,-0.05958,0.44289,-0.42192,0.16836,-1.06234
432,0.58187,1.18031,0.87596,1.19904,-0.78334,0.3436,-0.96957,0.15707,0.32879,0.14781,0.76414,-0.37364,0.08204,-1.02481
433,0.43203,0.92386,0.62482,0.90367,-0.63483,0.296,-1.00793,0.09195,0.41464,0.23647,0.74242,-0.72541,0.08983,-1.09997
434,0.50118,1.05208,0.57336,0.84865,-0.57523,0.44039,-1.06928,0.08544,0.43771,0.23718,0.91114,-0.73136,-0.03243,-1.01051
435,0.32829,0.47508,0.53476,0.5351,-0.42672,0.53717,-1.13064,0.19362,0.49891,0.26724,0.73291,-0.91906,0.20019,-1.2119
436,0.39745,0.82769,0.56701,0.66384,-0.69443,0.39278,-1.14589,0.41522,0.50476,0.37307,0.61457,-0.58939,-0.0146,-1.28041
437,0.62797,1.18031,0.75365,0.81179,-0.09942,0.58478,-1.21498,0.25104,0.52675,0.25695,0.64735,-0.50778,0.33863,-1.06736
438,0.47813,1.11619,0.56049,0.27659,-0.12873,0.296,-1.25323,0.19482,0.33718,0.19964,0.5427,-0.07582,0.216,-0.99423
439,0.73154,0.76358,0.59909,0.42453,0.61478,0.58478,-1.25323,-0.16057,0.42755,-0.16488,0.58626,0.1457,0.42754,-1.01334
440,-0.3516,0.76358,-0.42469,0.77493,0.61478,1.11632,-1.20724,-0.61456,0.42674,-0.72973,0.46571,0.02514,0.37725,-1.04137
441,-1.29642,0.53919,-1.397,0.23973,0.05006,0.97193,-1.18425,-1.32457,0.5511,-1.41236,0.66033,0.04407,0.33317,-1.02785
442,-2.80586,0.73152,-3.06458,0.23973,0.28748,1.02112,-1.0999,-1.72233,0.45588,-2.11315,0.75897,-0.10827,0.42932,-0.99136
443,-3.11707,0.15452,-3.56034,-0.11067,0.67437,0.77835,-1.09228,-1.97318,0.46057,-2.17971,0.65388,0.02228,0.40955,-0.94089
444,-2.18378,-0.13398,-2.33706,-0.33181,-0.12873,0.92433,-1.0233,-2.23629,0.30674,-2.3823,0.56769,-0.37225,0.33419,-1.05002
445,-2.63313,-0.26173,-2.67826,-0.09198,-0.27724,1.02112,-0.83161,-2.16761,0.13723,-2.22349,0.60791,-0.37369,0.24618,-0.84461
446,-1.00843,0.15452,-1.133,-0.07381,-0.15902,0.92433,-0.91596,-1.85512,0.15573,-2.13121,0.37291,-0.44251,0.31797,-0.72406
447,-0.68569,-0.22967,-0.68217,-0.29495,0.07937,1.02112,-0.90059,-1.5148,-0.07397,-1.6347,0.15382,-0.45408,0.357,-0.71892
448,-0.27091,-0.22967,-0.29586,-0.35049,0.07937,0.87514,-0.86234,-0.95164,-0.28018,-1.10501,0.0557,-0.24654,0.27363,-0.97069
449,0.08623,-0.29378,0.02613,-0.42421,0.46627,0.68156,-0.90059,-0.69505,-0.43334,-0.87332,-0.16872,0.12694,0.26081,-0.77492
450,0.0403,0.28274,-0.00612,0.03676,0.31776,0.53717,-0.86234,-0.11813,-0.59511,-0.37239,-0.4159,0.21209,0.08043,-0.97061
451,0.0403,-0.06987,0.039,-0.03695,0.07937,0.44039,-0.96194,-0.36143,-0.72728,-0.45484,-0.38819,0.19025,0.33961,-0.87557
452,-0.04038,-0.16604,-0.04471,-0.23992,0.07937,0.48957,-1.0003,-0.11873,-0.59328,-0.27478,-0.35771,-0.23242,0.17219,-1.02036
453,0.37439,0.05835,0.39306,-0.16621,0.34707,1.06872,-1.03092,-0.29728,-0.48765,-0.23136,-0.16857,-0.31533,0.28033,-0.99336
454,0.4666,0.66741,0.45739,0.42453,0.16926,0.73075,-0.98494,-0.09728,-0.04063,-0.0916,0.0914,-0.49108,0.18952,-0.90975
455,0.48966,0.53919,0.55415,0.5351,-0.12873,0.68156,-1.00793,-0.02875,0.15556,0.15933,0.32936,-0.55362,0.25944,-0.99285
456,0.62797,0.85975,0.67646,1.03293,-0.18833,0.68156,-1.03866,0.06767,0.39675,0.13185,0.76029,-0.50659,0.10752,-1.05476
457,0.48966,0.92386,0.63134,0.73808,-0.21764,1.06872,-1.07691,0.03941,0.34992,0.13343,0.67965,-0.62607,0.13073,-1.02698
458,0.67391,1.21236,0.79877,1.01476,-0.63483,0.39278,-1.06928,0.02214,0.4129,0.25179,0.71848,-0.746,-0.02488,-1.12721
459,0.36287,0.92386,0.49616,0.68253,-0.39644,0.44039,-1.07691,0.14012,0.56499,0.29736,0.58021,-0.69672,0.14295,-1.14238
460,0.22455,0.76358,0.3416,0.25842,-0.45604,0.63396,-1.06165,0.17692,0.45272,0.24453,0.65184,-0.67287,0.22537,-1.06978
461,0.32829,0.63536,0.39959,0.40585,-0.12873,0.53717,-1.04629,0.26185,0.36448,0.32188,0.45269,-0.32533,0.10705,-1.08836
462,0.35134,0.41097,0.39306,0.11047,0.07937,0.44039,-1.09228,0.22064,0.36151,-0.00518,0.46225,-0.0896,0.18564,-1.06127
463,0.55882,0.47508,0.47043,0.20287,0.25816,0.39278,-1.11527,-0.13886,0.37177,-0.13856,0.4103,0.14278,0.36512,-1.10648
464,-0.05191,0.82769,0.0004,0.49825,0.40667,1.06872,-1.06928,-0.59922,0.27765,-0.89482,0.43245,0.16379,0.45229,-0.89218
465,-0.40923,0.79564,-0.51474,0.60882,0.22788,0.87514,-1.01556,-1.36488,0.42324,-1.61111,0.67023,0.09031,0.33671,-1.08279
466,-1.40015,0.28274,-1.68022,-0.05512,0.43696,1.06872,-1.01556,-1.78433,0.59745,-1.77355,0.60646,0.06499,0.34927,-0.96179
467,-1.53847,0.3148,-1.80253,0.03676,0.64506,0.97193,-0.95431,-2.13933,0.48081,-2.22725,0.76244,-0.16574,0.43387,-0.98343
468,-1.82646,-0.03782,-1.91849,-0.22124,-0.15902,0.87514,-0.90059,-2.26741,0.32579,-2.38995,0.43641,-0.45464,0.36467,-0.86143
469,-1.43473,0.09041,-1.46767,-0.29495,-0.48632,0.58478,-0.755,-2.20268,0.26537,-2.19455,0.57125,-0.26775,0.30995,-0.92912
470,-1.42321,0.05835,-1.55138,-0.11067,-0.30753,0.58478,-0.67066,-1.67729,0.01696,-1.96636,0.40365,-0.45473,0.195,-0.79725
471,-0.59348,-0.10193,-0.60498,-0.07381,-0.18833,0.77835,-0.70901,-1.54793,0.03236,-1.69505,0.01304,-0.37264,0.27166,-0.78282
472,-0.19023,0.3148,-0.21214,0.18471,0.10966,0.73075,-0.70128,-1.07815,-0.21819,-1.0198,-0.00526,-0.15714,0.21098,-0.7674
473,0.17845,0.05835,0.08394,-0.11067,0.55518,0.48957,-0.76263,-0.80774,-0.44283,-0.81774,-0.33368,-0.05127,0.19269,-0.86815
474,0.09776,-0.06987,0.05821,-0.20307,0.37736,0.39278,-0.73201,-0.36839,-0.54401,-0.50721,-0.43263,0.26991,0.21635,-0.95996
475,0.06335,-0.06987,0.03248,-0.11067,0.22788,0.3436,-0.70128,-0.20328,-0.55637,-0.32167,-0.47806,0.11437,-0.00561,-1.08498
476,-0.05191,-0.03782,-0.09636,-0.16621,0.22788,0.3436,-0.66303,-0.23795,-0.53338,-0.40957,-0.49782,-0.02905,0.07981,-1.00016
477,0.06335,-0.13398,-0.02551,-0.29495,0.46627,0.87514,-0.69365,-0.09174,-0.49194,-0.26181,-0.29634,-0.19834,0.14043,-0.95666
478,0.14387,0.41097,0.18704,0.20287,-0.00954,0.58478,-0.70128,-0.14762,0.02228,-0.04814,0.09782,-0.47024,0.15421,-0.96982
479,0.28218,0.79564,0.34794,0.68253,-0.24793,0.48957,-0.78562,0.05967,0.27556,0.13451,0.23895,-0.6419,0.1575,-1.12865
480,0.55882,1.21236,0.73426,1.03293,-0.36713,0.58478,-0.81624,0.12108,0.38315,0.00505,0.67054,-0.48203,0.10887,-0.91733
481,0.60492,1.21236,0.68932,0.92236,-0.33684,0.68156,-0.73964,-0.01916,0.56299,-0.00575,0.6692,-0.75273,0.19238,-1.09022
482,0.57034,1.14825,0.65707,0.95922,-0.39644,0.39278,-0.78562,0.27594,0.56437,0.04684,0.79942,-0.91195,0.10093,-1.05885
483,0.39745,1.05208,0.59909,1.19904,-0.51563,0.39278,-0.98494,0.01118,0.56406,0.179,0.62072,-0.70307,0.16636,-1.07269
484,0.10929,0.34685,0.24502,0.38716,-0.51563,0.73075,-1.05392,0.41763,0.46601,0.24604,0.65768,-0.61483,0.16625,-1.08559
485,0.27066,0.25069,0.30935,0.60882,-0.57523,0.10242,-1.10764,0.26389,0.29965,0.15719,0.6306,-0.40354,0.06517,-0.81451
486,0.25913,0.21863,0.30301,-0.07381,-0.24793,0.296,-0.76263,0.20456,0.4165,0.11272,0.51724,-0.06338,0.18772,-0.96924
487,0.61645,0.3148,0.52189,0.38716,0.13897,0.39278,-0.755,0.05114,0.37983,-0.32117,0.7016,0.01172,0.34304,-1.07304
488,0.2476,0.6033,0.30935,0.59013,0.10966,0.58478,-0.80099,-0.57334,0.35296,-0.74001,0.32425,-0.02183,0.41735,-0.93524
489,-0.0058,0.82769,-0.09636,0.42453,0.34707,0.97193,-0.68602,-1.22527,0.43944,-1.4623,0.68379,0.11788,0.49781,-1.05336
490,0.07471,0.47508,-0.01264,0.23973,0.49656,0.97193,-0.72427,-1.78077,0.46416,-1.90096,0.5954,-0.03385,0.43706,-0.94496
491,-0.46686,0.44302,-0.59846,0.03676,0.64506,0.87514,-0.70128,-2.03846,0.49343,-2.27113,0.66345,-0.09552,0.43269,-1.02681
492,-0.32854,0.0263,-0.4439,-0.27678,0.05006,0.82754,-0.70901,-2.28508,0.40859,-2.25514,0.50521,-0.58441,0.29548,-0.95075
493,-0.29396,0.0263,-0.37957,0.05545,0.16926,0.68156,-0.74726,-2.26359,0.24453,-2.18766,0.43512,-0.3718,0.3506,-0.82665
494,-0.31702,-0.00576,-0.42469,-0.03695,-0.03983,0.82754,-0.73964,-1.76841,0.04546,-1.90914,0.4067,-0.46053,0.35113,-0.90602
495,-0.07496,0.05835,-0.18641,0.03676,0.43696,0.92433,-0.74726,-1.57395,-0.06539,-1.54836,0.2516,-0.44535,0.33023,-0.96511
496,-0.04038,0.12246,-0.0641,0.01859,0.34707,0.73075,-0.93132,-1.08081,-0.16152,-1.17014,-0.03576,-0.36795,0.36371,-0.85136
497,0.13234,-0.06987,0.03248,-0.18438,0.73397,0.58478,-0.78562,-0.78773,-0.46052,-0.73884,-0.21979,0.04709,0.24051,-0.97263
498,0.12081,-0.13398,0.04534,-0.23992,0.52587,0.48957,-0.755,-0.29804,-0.56161,-0.4474,-0.38222,0.14763,0.14289,-0.86042
499,0.2015,0.09041,0.14844,-0.05512,0.34707,0.68156,-0.72427,-0.20781,-0.5879,-0.59543,-0.37825,0.03404,0.073,-0.81739
500,0.18997,0.15452,0.03248,-0.09198,0.67437,0.87514,-0.71664,-0.16339,-0.47788,-0.40655,-0.43104,-0.20305,0.15293,-0.9462
501,0.47813,0.41097,0.50251,0.29528,0.40667,0.77835,-0.70901,-0.26143,-0.5475,-0.35061,-0.1971,-0.36012,0.22565,-1.04252
502,0.47813,0.79564,0.47678,0.46139,0.28748,0.53717,-0.72427,-0.04567,-0.00102,-0.11865,0.15089,-0.48988,0.11634,-0.93843
503,0.6395,1.02003,0.77304,0.95922,-0.48632,0.63396,-0.8776,-0.08655,0.03207,0.00329,0.54072,-0.42888,0.18424,-1.00558
504,0.83528,1.62861,1.07564,1.62316,-0.24793,0.296,-0.93895,0.11346,0.47643,-0.03675,0.62311,-0.61595,0.16778,-0.94625
505,0.81222,1.08414,0.97254,1.12533,-0.51563,0.44039,-0.93132,0.16823,0.45959,0.07848,0.6069,-0.73026,0.14095,-0.93298
506,0.76612,1.21236,0.90821,1.19904,-0.45604,0.44039,-0.93132,0.03992,0.56576,0.08317,0.78332,-0.7628,0.0205,-0.97317
507,0.61645,0.95591,0.83736,1.03293,-0.48632,0.53717,-0.93895,0.2123,0.39418,0.01423,0.76672,-0.67228,0.07798,-1.05316
508,0.77765,1.24442,0.88882,1.2359,-0.36713,0.3436,-0.94658,0.25314,0.2757,0.3072,0.60979,-0.5718,0.16855,-1.06586
509,0.35134,0.47508,0.52189,0.7931,-0.42672,0.3436,-1.01556,0.24109,0.31881,0.28773,0.79116,-0.46922,0.1288,-1.13489
510,0.69696,0.85975,0.70853,0.51642,-0.00954,0.48957,-0.88533,0.17799,0.25971,0.16015,0.5893,-0.23182,0.12847,-1.15663
511,1.10038,1.30853,1.11423,1.1435,0.25816,0.48957,-1.03866,-0.25392,0.43205,-0.07707,0.42372,0.11809,0.34633,-0.81965
512,0.00572,0.57124,0.02613,0.4427,-0.00954,0.73075,-0.83161,-0.7527,0.47468,-0.55942,0.41016,0.0158,0.2661,-1.01158
513,-0.93927,0.18658,-1.05562,0.16602,0.10966,0.92433,-0.79325,-1.31266,0.35567,-1.25261,0.60919,0.10869,0.1809,-0.86556
514,-0.40923,0.53919,-0.46981,0.18471,0.43696,0.97193,-0.72427,-1.7216,0.56529,-1.96123,0.65584,0.04369,0.22022,-0.82515
515,-1.12352,0.09041,-1.35823,-0.09198,0.43696,0.82754,-0.77026,-1.99618,0.52732,-2.3298,0.63334,-0.04211,0.40622,-0.98053
516,-1.46931,-0.3579,-1.51279,-0.27678,-0.06914,0.87514,-0.80099,-2.24249,0.36225,-2.23957,0.42913,-0.45821,0.36427,-0.77135
517,-1.331,-0.16604,-1.30677,-0.12935,-0.06914,1.2623,-0.77799,-2.17837,0.29225,-2.24032,0.47584,-0.53886,0.29279,-0.77097
518,-1.331,0.25069,-1.38414,-0.07381,-0.27724,0.87514,-0.74726,-1.82832,-0.02667,-2.09616,0.43474,-0.49339,0.29477,-0.75614
519,-0.7779,0.21863,-0.75954,-0.12935,0.07937,1.06872,-0.73964,-1.67883,-0.16677,-1.51537,0.15093,-0.21642,0.40612,-0.8334
520,-0.36312,-0.19762,-0.38609,-0.36866,0.07937,1.02112,-0.74726,-0.94056,-0.18642,-1.14879,-0.07172,-0.32631,0.33729,-0.8034
521,0.16692,-0.22967,0.05186,-0.38735,0.79357,0.73075,-0.80862,-0.65325,-0.37177,-0.77322,-0.25445,-0.11118,0.26099,-0.85532
522,0.16692,-0.38995,0.00675,-0.38735,0.88346,0.68156,-0.81624,-0.44541,-0.72852,-0.36799,-0.30893,0.11493,0.26482,-0.86972
523,0.17845,0.15452,0.10333,-0.40604,1.15116,1.45588,-0.83935,-0.31097,-0.65637,-0.50086,-0.3726,0.01424,0.17959,-0.98012
524,0.28218,-0.00576,0.0004,-0.07381,1.29967,0.82754,-0.755,-0.2459,-0.69873,-0.24368,-0.47821,0.01806,0.07337,-0.87437
525,0.2015,-0.16604,0.12271,-0.60849,0.58547,1.2623,-0.71664,-0.18041,-0.63861,-0.1315,-0.26952,-0.25502,0.0741,-1.05129
526,0.4666,0.57124,0.36081,0.14785,0.05006,0.58478,-0.81624,-0.13666,-0.10183,-0.09648,0.13978,-0.47365,0.08038,-1.0581
527,0.6395,1.4047,0.73426,0.90367,-0.12873,0.92433,-0.755,-0.0414,0.24044,0.00046,0.50446,-0.59777,0.11025,-1.06417
